"rnq","AmazonCompany","1953-3-8","Semiconductors","Russia","738","YES"
"hbfko","PapitaEnterprise","1912-3-32","Energy","Italy","378","NO"
"sklreq","AppleHolder","1920-3-14","CommunicationServices","Italy","549","NO"
"zpp","HPCompany","1922-1-15","Technology","Japan","469","NO"
"brpu","SamsungGalactic","1993-3-30","Industrials","France","201","NO"
"ybab","AsusHolder","2010-2-27","Healtcare","China","569","NO"
"zhqee","VoxInc","1958-4-19","Consumer Cyclical","France","520","NO"
"ovwymz","HuntingtonHolder","1943-2-29","Consumer Cyclical","France","172","YES"
"avc","SberBankCompany","1961-10-7","Energy","Japan","10","YES"
"ftmaw","MicrosoftCompany","1969-11-8","Healtcare","Italy","287","YES"
"nre","NVIDIACorporation","1971-5-13","Energy","France","59","YES"
"cgus","SberBankInc","1935-10-11","Technology","Italy","126","NO"
"ypk","AMDHolder","1919-5-19","Technology","Italy","904","YES"
"fbwkg","NikeEnterprise","1954-6-12","Energy","USA","231","NO"
"naweve","HospitalCompany","1962-10-18","Technology","China","298","NO"
"cdzh","HPGalactic","1905-1-11","Semiconductors","Germany","354","YES"
"dwc","SamsungHost","1904-8-15","CommunicationServices","Russia","6","YES"
"twlegg","KFCCompany","1991-12-23","CommunicationServices","UK","346","YES"
"doz","ReebolInc","1905-12-19","Technology","France","733","YES"
"gjmc","AppleHost","1952-9-8","Industrials","China","179","YES"
"aub","SamsungHost","1955-2-21","Industrials","Germany","966","NO"
"lykx","KFCCompany","1951-2-19","Industrials","Germany","597","NO"
"njr","HuntingtonInc","1907-7-2","Semiconductors","Italy","130","YES"
"kgqg","VoxGalactic","1926-12-19","Semiconductors","Germany","794","YES"
"zte","MirrowGalactic","2000-11-32","Industrials","Japan","786","YES"
"toetfk","HPHolder","1915-11-23","Healtcare","Germany","274","NO"
"zwq","NikeHost","1993-11-22","CommunicationServices","France","343","YES"
"zls","OrangeHost","1982-12-27","Energy","Italy","760","NO"
"fsfmxl","NickelInc","1990-13-15","Consumer Cyclical","Italy","351","NO"
"lhf","MindalGalactic","1911-7-10","Consumer Cyclical","Italy","474","YES"
"mlud","MeuzauInc","1931-8-19","Semiconductors","China","19","YES"
"seue","NVIDIAInc","1915-7-7","Industrials","China","62","YES"
"ljxk","AsusInc","1983-10-16","Healtcare","USA","447","YES"
"vdnk","ToshibaHolder","2020-1-25","Healtcare","Italy","560","NO"
"bhvk","LukoilHolder","1903-1-23","CommunicationServices","USA","923","YES"
"htaxda","NickelEmpire","1903-12-32","CommunicationServices","Italy","670","YES"
"vtqlq","VoxCompany","2000-11-23","Technology","Germany","863","NO"
"his","ToshibaEnterprise","1992-8-19","Technology","Germany","170","YES"
"uhawd","VoxInc","1994-10-3","Healtcare","Italy","289","NO"
"dbi","SberBankEmpire","1904-8-20","Technology","Russia","869","NO"
"ajru","McDonaldsInc","1958-11-23","Financial","USA","534","YES"
"jlvtf","ReebolInc","1974-1-27","CommunicationServices","Japan","425","NO"
"htdtzo","PapitaEnterprise","1905-4-13","Energy","Germany","620","NO"
"nxzd","MarshalEnterprise","1959-10-11","Materials","France","740","YES"
"uxswh","HospitalInc","1977-4-21","Industrials","Germany","962","YES"
"xhis","MaximInc","1976-11-5","Energy","Italy","238","NO"
"jqpdjt","MicrosoftEmpire","1932-9-13","Consumer Cyclical","USA","641","YES"
"dcicp","AcerHolder","2021-4-24","Healtcare","UK","3","NO"
"fsig","ReebolHost","1917-11-21","CommunicationServices","Russia","243","NO"
"tusc","NLTHost","2008-5-28","Semiconductors","Germany","763","NO"
"ghxbz","SberBankHost","1990-3-20","CommunicationServices","UK","41","YES"
"acm","SamsungHost","1950-4-25","Consumer Cyclical","China","122","NO"
"yscmk","ToshibaCompany","1901-10-27","Consumer Cyclical","Germany","519","NO"
"knhswp","ToshibaCorporation","1902-3-1","Consumer Cyclical","Germany","646","NO"
"dfveqn","AlalaneCompany","2000-9-30","Healtcare","USA","178","NO"
"ryyb","HospitalHolder","2001-11-20","CommunicationServices","USA","578","NO"
"azpy","VoxHost","1926-11-18","Technology","UK","650","YES"
"wyej","MindalHost","1919-13-15","Healtcare","Italy","991","NO"
"ckxjp","McDonaldsEnterprise","1914-9-10","Technology","Russia","919","YES"
"komlxi","HospitalHost","1916-4-6","Healtcare","Russia","395","YES"
"awbod","KFCHolder","1994-11-30","Consumer Cyclical","Germany","481","NO"
"wier","NVIDIAGalactic","1987-5-17","Energy","USA","856","NO"
"azg","SamsungCorporation","2010-8-20","Industrials","USA","674","YES"
"ijaqbp","TeslaEmpire","1945-4-12","Technology","Italy","277","YES"
"wtfwcw","BurgerKingHolder","1942-7-24","CommunicationServices","Russia","576","YES"
"zoirz","NickelCorporation","1920-1-2","CommunicationServices","Germany","244","YES"
"gfqbtc","HPInc","1975-9-13","Consumer Cyclical","Japan","859","YES"
"oia","OrangeHolder","2004-9-23","Technology","France","942","YES"
"ruld","AppleInc","2014-5-24","Financial","Germany","487","NO"
"yhkq","AmazonEnterprise","1990-9-5","Healtcare","Germany","393","NO"
"uaotz","VirginCompany","1948-9-30","Materials","UK","153","NO"
"fuwkug","MarshalEmpire","2020-5-12","Financial","Italy","230","YES"
"ngvoht","ToshibaEmpire","1933-12-30","Technology","France","52","NO"
"upa","SamsungHolder","1948-3-30","Financial","France","624","NO"
"hestcw","HuntingtonEnterprise","2003-13-4","Consumer Cyclical","France","708","NO"
"mvdu","AlalaneCompany","1990-4-29","CommunicationServices","UK","629","YES"
"fprxgk","MarshalHolder","1930-10-22","Energy","Japan","117","YES"
"huei","PalantirCompany","1931-11-6","Materials","Germany","105","NO"
"plfst","TeslaHost","2009-11-16","Financial","Russia","591","YES"
"eki","PapitaHost","1923-1-23","Technology","UK","981","YES"
"acrt","MouseCorporation","2017-1-20","Consumer Cyclical","Russia","771","NO"
"ali","McDonaldsCompany","1982-13-1","Technology","USA","559","YES"
"ebh","ToshibaCorporation","1973-5-17","Consumer Cyclical","Japan","903","NO"
"olr","AppleEnterprise","1932-7-10","Technology","Russia","795","NO"
"mou","MouseHolder","2016-10-10","Semiconductors","China","335","YES"
"zid","AcerEnterprise","1983-2-10","Semiconductors","Italy","768","NO"
"jrwawz","VoxCorporation","1945-7-20","Semiconductors","Germany","612","YES"
"knm","MirrowGalactic","1997-6-30","Materials","Russia","50","NO"
"opftst","NLTHolder","2018-7-27","Financial","Russia","477","NO"
"wspzu","JuiceCompany","2014-9-12","Technology","China","310","YES"
"zyntui","AdidasEnterprise","2017-13-15","Consumer Cyclical","Russia","227","YES"
"zukj","VoxHolder","2003-13-13","Financial","UK","91","NO"
"anxw","AcerHolder","2006-5-5","Consumer Cyclical","China","537","YES"
"eqr","MouseHolder","1924-11-10","Industrials","China","872","YES"
"xnjoo","SimonHolder","2012-7-8","CommunicationServices","UK","248","YES"
"fuhoey","AMDHolder","1910-2-31","CommunicationServices","China","449","YES"
"eit","HuntingtonHost","1916-4-7","Healtcare","Italy","801","YES"
"kpbne","MicrosoftCompany","1930-6-13","Technology","UK","562","YES"
"ufyeg","MicrosoftCompany","1999-4-9","Healtcare","UK","478","NO"
"cvja","SberBankGalactic","1987-12-18","CommunicationServices","Italy","811","YES"
"eba","JuiceCorporation","1967-2-31","Technology","Italy","987","NO"
"ialt","MaximHost","1945-12-14","Energy","France","725","NO"
"rpy","MarshalCompany","2010-1-4","Energy","Japan","306","NO"
"ojv","MeuzauGalactic","1935-5-6","Financial","Germany","301","NO"
"udxwh","AcerHolder","1952-6-3","Materials","Japan","470","YES"
"uvyq","AdidasEmpire","1919-10-32","Semiconductors","Russia","358","NO"
"richo","MaximHolder","1971-7-14","Healtcare","USA","417","NO"
"uwvv","BurgerKingCompany","1904-2-13","Healtcare","Russia","721","NO"
"mky","AMDEnterprise","2013-4-26","Financial","China","870","YES"
"ulebq","MouseGalactic","1908-5-21","Technology","Russia","784","YES"
"gipd","VoxEnterprise","1933-2-7","Financial","Russia","476","NO"
"fsker","PapitaEnterprise","1935-2-3","Industrials","USA","955","YES"
"gcogta","ToshibaCorporation","1912-2-2","Consumer Cyclical","Russia","961","NO"
"pzd","MindalHolder","1925-7-3","Financial","USA","152","NO"
"ebezq","SberBankEnterprise","1917-7-27","Semiconductors","Germany","734","YES"
"qwipdz","HospitalHost","1926-2-13","CommunicationServices","Italy","614","NO"
"pzv","AcerEmpire","2016-1-30","Healtcare","China","809","NO"
"dsqiyo","ToshibaCorporation","1990-12-8","Materials","UK","112","YES"
"ykrx","AcerInc","1917-11-12","Healtcare","China","678","NO"
"foy","AcerEmpire","1983-8-26","Consumer Cyclical","Italy","723","NO"
"lel","BurgerKingCorporation","1918-2-21","Energy","Italy","353","YES"
"cocmsq","AsusInc","1994-12-12","CommunicationServices","France","546","YES"
"ynq","MirrowCompany","1904-10-24","Energy","Russia","908","YES"
"qqtn","KFCEnterprise","1972-12-19","Materials","China","500","NO"
"ennwc","ReebolCorporation","1994-11-15","Materials","China","114","YES"
"furno","AlalaneCompany","1986-13-28","Financial","Italy","77","NO"
"nuhcf","HPEnterprise","1975-7-8","Semiconductors","China","387","NO"
"rcxnz","SimonEnterprise","1903-5-5","Energy","Germany","305","YES"
"pmoqd","AsusHost","2003-2-11","Industrials","UK","664","YES"
"iiwdm","AmazonCompany","1910-3-12","Semiconductors","Russia","276","YES"
"mbvp","SimonEmpire","2016-10-25","Technology","Japan","568","YES"
"vry","AcerHolder","1930-8-27","Semiconductors","USA","735","YES"
"ivcvwo","VirginInc","2002-1-17","Healtcare","UK","53","NO"
"yczmi","SberBankCompany","2015-3-15","Financial","China","861","NO"
"pzjor","MaximInc","2006-5-15","Semiconductors","France","778","NO"
"jruq","AlalaneEmpire","1930-5-25","Financial","USA","389","NO"
"eyhx","SamsungEnterprise","1993-3-26","Energy","UK","865","YES"
"kajgv","NLTHolder","1967-4-21","Semiconductors","Russia","920","NO"
"njcgm","MicrosoftEmpire","1949-9-3","Industrials","Russia","655","NO"
"ifzp","SberBankHost","1918-6-31","Energy","Italy","501","NO"
"dvyaps","SamsungEnterprise","1964-10-22","Technology","Italy","34","NO"
"glwpg","JuiceEnterprise","2011-8-28","Healtcare","Russia","511","YES"
"nlcqk","AlalaneHost","1963-1-31","Technology","UK","710","YES"
"flofq","SamsungInc","1950-2-19","Consumer Cyclical","Japan","342","NO"
"qhd","AmazonGalactic","1996-5-11","CommunicationServices","China","847","YES"
"wyuhfp","MaximHolder","1936-12-12","Technology","Japan","743","NO"
"ohzt","OrangeCompany","1988-10-6","Healtcare","Italy","522","NO"
"itjvv","MouseGalactic","1962-3-14","Technology","China","933","NO"
"sujl","JuiceCorporation","2010-9-13","Consumer Cyclical","Russia","74","NO"
"cdd","JuiceEnterprise","2000-9-7","Consumer Cyclical","Japan","890","YES"
"txrwy","PalantirEnterprise","1916-11-26","Energy","Germany","940","NO"
"txel","SimonHolder","1992-9-17","Energy","Russia","327","NO"
"ucio","HospitalEmpire","1974-1-20","Energy","Germany","625","YES"
"xid","McDonaldsHolder","2017-6-31","CommunicationServices","Japan","994","NO"
"igtj","AlalaneCorporation","1929-11-11","Technology","Japan","302","NO"
"rfshs","HPEmpire","1948-10-3","Consumer Cyclical","France","366","NO"
"pnqyfj","BurgerKingHolder","1986-4-2","Industrials","Russia","647","YES"
"fuhkaz","BurgerKingCompany","1902-9-1","Technology","Germany","892","NO"
"odcvx","ToshibaHolder","1918-12-31","Materials","USA","143","NO"
"yglqw","BurgerKingHolder","2008-6-15","Industrials","China","115","NO"
"xklhz","MirrowCompany","1943-5-20","CommunicationServices","UK","602","YES"
"pkilas","BurgerKingInc","1990-5-9","Financial","Germany","362","YES"
"joxx","MicrosoftCompany","1988-9-1","Technology","Italy","752","NO"
"ook","SamsungInc","1969-12-12","Consumer Cyclical","France","635","NO"
"wrzc","MouseEnterprise","1976-4-28","Healtcare","Japan","444","NO"
"gso","TeslaEnterprise","1983-6-7","Healtcare","China","691","NO"
"vot","NLTInc","2011-8-17","Energy","UK","424","YES"
"lnwuoe","OrangeGalactic","1938-8-11","Materials","USA","993","NO"
"lct","VirginInc","1956-8-32","Industrials","Russia","439","YES"
"pwen","KFCCompany","1994-6-21","Consumer Cyclical","Italy","473","YES"
"hiod","SamsungEmpire","1919-2-28","Consumer Cyclical","Germany","35","NO"
"znl","OrangeCompany","1981-8-14","Technology","Germany","921","NO"
"nskvk","HPInc","2005-7-14","Industrials","China","493","YES"
"ojvfte","AmazonInc","1985-5-17","Financial","France","754","NO"
"frnomu","ToshibaHost","1900-8-6","Technology","China","280","NO"
"xuz","AdidasEmpire","1910-13-25","CommunicationServices","Italy","525","YES"
"vhsk","MouseCorporation","1995-7-13","Materials","France","996","YES"
"dvhxcf","NLTCorporation","1963-13-19","Healtcare","UK","719","YES"
"vjts","HospitalCorporation","1976-8-13","Consumer Cyclical","Germany","169","NO"
"tqsqlu","TeslaInc","1959-1-28","Semiconductors","Russia","338","NO"
"hxcqck","KFCHost","2005-2-5","Financial","Italy","726","NO"
"qcrgq","JuiceHolder","2011-4-4","Technology","USA","684","NO"
"oaflvn","AMDHolder","1999-12-24","Financial","France","37","YES"
"xtyevx","McDonaldsHost","2010-9-17","Financial","France","584","YES"
"rci","ReebolCompany","1910-8-8","Materials","USA","26","YES"
"gzqo","MarshalEmpire","1993-4-14","CommunicationServices","China","284","YES"
"gylglz","TeslaEnterprise","1970-5-26","Financial","Russia","325","YES"
"myat","MouseHolder","1977-5-16","CommunicationServices","USA","376","NO"
"ayhtaa","AmazonGalactic","1939-11-8","Technology","Russia","341","NO"
"zkcne","BurgerKingCorporation","1960-5-18","Financial","UK","686","YES"
"aal","AlalaneInc","1950-8-7","Industrials","Japan","844","YES"
"uhiakv","McDonaldsEnterprise","1935-6-23","CommunicationServices","France","551","YES"
"ycq","AsusEmpire","1976-13-23","Technology","Germany","123","NO"
"gbbj","MarshalCompany","1964-13-14","Semiconductors","Russia","600","NO"
"xzx","AcerInc","1927-13-28","Healtcare","USA","777","YES"
"ijft","KFCInc","1952-7-13","Consumer Cyclical","UK","820","YES"
"xka","AmazonHost","1961-10-22","Energy","Italy","25","YES"
"vwgyio","ReebolCorporation","1977-1-25","CommunicationServices","Germany","20","NO"
"jwlq","TeslaCompany","1977-3-25","Consumer Cyclical","Italy","370","NO"
"fweu","AsusHost","1911-9-24","Semiconductors","Germany","610","YES"
"dvfwsf","PapitaInc","1901-6-1","Financial","Germany","220","YES"
"kas","MouseEmpire","1950-4-29","Materials","USA","146","YES"
"uof","HospitalInc","1936-2-12","Healtcare","Italy","312","NO"
"mahnw","LukoilHolder","2015-10-10","Materials","Italy","971","NO"
"mlwccx","NikeGalactic","1988-13-23","Consumer Cyclical","China","78","NO"
"fxyd","KFCGalactic","1962-1-20","Technology","France","408","YES"
"orqj","JuiceHolder","1944-4-14","Technology","France","764","NO"
"aqp","MeuzauEnterprise","1930-7-32","CommunicationServices","Germany","451","NO"
"zpii","NikeEnterprise","1957-8-26","Materials","China","640","NO"
"oqkrsk","MaximEmpire","1920-3-27","Materials","Russia","450","YES"
"epio","NikeCompany","1901-9-19","Industrials","Germany","910","NO"
"kvje","LukoilCompany","1955-8-2","Technology","Germany","529","YES"
"nets","AMDHost","1917-13-11","Energy","Russia","879","YES"
"ruv","HuntingtonInc","1948-9-13","Energy","France","980","YES"
"stn","OrangeCorporation","1918-10-15","Industrials","China","261","YES"
"gldtm","LukoilEmpire","1986-4-11","Energy","UK","967","NO"
"ncpwvo","NickelEmpire","1912-5-30","Consumer Cyclical","USA","521","YES"
"adgw","MaximGalactic","1956-8-21","Healtcare","China","773","YES"
"bkd","AppleHolder","1925-11-4","Healtcare","Germany","770","NO"
"gtep","MirrowCorporation","2012-2-17","Energy","Italy","219","YES"
"wkzhn","AlalaneEmpire","1991-4-8","Consumer Cyclical","Japan","796","NO"
"pyydkm","NikeCorporation","1913-7-28","Energy","China","145","YES"
"axw","MouseCompany","1905-6-15","Healtcare","Italy","594","YES"
"byow","MicrosoftCorporation","1990-13-4","Semiconductors","China","831","NO"
"htlu","MicrosoftCorporation","1978-8-12","Healtcare","Russia","526","NO"
"wygts","NickelCompany","2018-6-2","Consumer Cyclical","Italy","58","NO"
"jcfg","TeslaInc","2011-6-26","Energy","Italy","523","NO"
"igk","BurgerKingEmpire","1903-13-22","Materials","UK","347","YES"
"iytogq","SimonHolder","1986-13-27","Energy","Germany","317","NO"
"mrjdik","PapitaCorporation","1990-10-5","Technology","Russia","756","YES"
"ptptu","BurgerKingCompany","1981-10-14","Healtcare","Italy","659","YES"
"cytj","OrangeHolder","1948-4-14","Consumer Cyclical","UK","539","NO"
"ygisvn","NLTGalactic","1930-5-19","Healtcare","UK","508","NO"
"odzlot","ReebolInc","1979-9-17","Financial","France","464","YES"
"ecbp","TeslaHost","2014-7-7","Healtcare","USA","187","YES"
"txt","MouseGalactic","1919-5-28","Consumer Cyclical","Italy","785","YES"
"cbvrpd","AsusCorporation","1996-7-21","Consumer Cyclical","USA","15","NO"
"agei","ToshibaInc","1963-13-11","Healtcare","Italy","67","NO"
"qlwj","MaximEnterprise","1964-2-9","Financial","Japan","54","NO"
"chlx","AcerCompany","1932-7-18","Healtcare","Germany","658","YES"
"xvap","SberBankCorporation","1994-4-26","Consumer Cyclical","UK","788","YES"
"fei","SimonInc","1933-12-23","Healtcare","UK","881","NO"
"jvqpew","AMDHolder","2009-1-31","Consumer Cyclical","France","331","NO"
"zed","HPHost","1999-6-12","Industrials","USA","272","NO"
"upbu","AlalaneGalactic","1923-8-28","CommunicationServices","Germany","853","NO"
"cxdrwx","JuiceEnterprise","2019-10-1","Industrials","China","808","NO"
"vflm","MouseCorporation","1983-6-14","Technology","Japan","868","YES"
"qflw","VirginEnterprise","1951-6-17","Consumer Cyclical","Japan","452","NO"
"xjgsr","AsusInc","1902-1-31","Healtcare","Japan","162","YES"
"pnsshc","MeuzauInc","1936-1-4","Energy","Japan","141","NO"
"ubtodn","AsusEmpire","1954-11-23","Energy","China","935","YES"
"yufkkp","OrangeHost","1926-2-8","Materials","Germany","31","YES"
"kwwl","MaximCompany","1967-4-12","Technology","China","319","YES"
"gputo","HuntingtonGalactic","1957-3-8","Healtcare","USA","783","NO"
"brnv","MeuzauInc","1956-13-22","CommunicationServices","Japan","182","NO"
"hrjk","JuiceEnterprise","1985-13-7","Energy","Japan","463","NO"
"iumry","PalantirInc","1963-10-17","Materials","Germany","239","NO"
"ayg","NikeInc","2002-5-8","Healtcare","France","225","YES"
"zcs","MaximEmpire","1978-3-3","Technology","USA","505","NO"
"rmzwe","NLTCompany","1923-11-15","Healtcare","Russia","437","YES"
"ttczjj","PalantirGalactic","1924-11-17","Energy","UK","329","YES"
"oqb","AcerHolder","1992-12-15","Consumer Cyclical","UK","61","YES"
"dvny","HospitalInc","1977-1-17","Energy","Germany","83","YES"
"uxjhnv","AlalaneEnterprise","1922-12-14","Semiconductors","UK","842","NO"
"lfyjh","NLTEnterprise","1938-10-24","Consumer Cyclical","France","639","YES"
"qahll","ReebolEnterprise","1903-12-25","CommunicationServices","UK","254","NO"
"whpkxx","ToshibaHolder","1996-8-30","Materials","Germany","440","NO"
"owktyq","VirginHolder","1930-7-5","Industrials","Russia","671","NO"
"ytuubs","ReebolHolder","1991-6-28","Consumer Cyclical","France","81","NO"
"qrqyiq","KFCEnterprise","2016-4-7","Technology","Italy","75","YES"
"slbg","NickelCompany","1981-5-13","Consumer Cyclical","China","860","NO"
"xxa","MindalEmpire","2014-13-16","Materials","Japan","979","NO"
"zqkdej","LukoilCorporation","1922-11-7","Consumer Cyclical","France","952","YES"
"zfnxz","MirrowHolder","1970-13-3","Industrials","Germany","947","NO"
"buefnu","TeslaGalactic","1928-8-31","Healtcare","Russia","541","NO"
"fyq","KFCHost","1901-3-4","Technology","Germany","173","YES"
"bhkxey","TeslaEmpire","1986-3-15","Technology","Russia","781","NO"
"hjke","SberBankCompany","1991-12-15","Consumer Cyclical","UK","290","YES"
"bttef","MeuzauHolder","1952-11-16","Consumer Cyclical","USA","815","NO"
"mppszh","PapitaCompany","2017-13-27","Semiconductors","Italy","465","YES"
"ochriy","MarshalEmpire","1902-4-16","Industrials","France","504","NO"
"ziv","SamsungHost","1955-2-2","Industrials","France","596","YES"
"kfhgm","NLTGalactic","1985-5-16","Consumer Cyclical","Japan","835","NO"
"ivub","McDonaldsGalactic","1989-9-27","Materials","Italy","14","YES"
"dqoj","NLTInc","1989-3-27","Energy","France","430","NO"
"yubh","VoxCorporation","1993-13-22","CommunicationServices","China","203","NO"
"dhkkls","PapitaInc","2004-13-16","Technology","UK","297","NO"
"dxhsi","MicrosoftHost","1966-9-28","Consumer Cyclical","UK","514","YES"
"yst","TeslaEmpire","1951-13-5","Consumer Cyclical","UK","499","NO"
"mmwg","HospitalCorporation","1914-3-1","Materials","China","707","YES"
"hfe","ReebolCompany","1984-2-18","Healtcare","Italy","307","YES"
"hyxm","SberBankHolder","1928-1-13","Energy","France","883","NO"
"xogyzh","LukoilCorporation","1979-5-6","CommunicationServices","Japan","492","YES"
"dhky","MirrowCorporation","1936-13-29","Semiconductors","UK","819","NO"
"tdlnwh","AppleEmpire","1921-10-30","CommunicationServices","Russia","978","YES"
"ckf","NickelGalactic","1969-3-12","Semiconductors","Germany","167","YES"
"hskizp","NVIDIACompany","1981-5-32","Materials","Italy","604","NO"
"wydteh","AdidasHost","1984-8-1","Consumer Cyclical","USA","816","NO"
"npogsm","BurgerKingGalactic","1930-5-31","Healtcare","Japan","729","YES"
"mqcx","OrangeCorporation","2020-5-26","Semiconductors","USA","269","NO"
"tmlmuj","MaximCompany","1922-1-17","Consumer Cyclical","UK","911","NO"
"tmsmmf","MeuzauHolder","1926-7-3","Energy","Italy","356","NO"
"dkj","AdidasCompany","1925-3-17","Financial","France","397","NO"
"rlrfo","NLTCompany","1952-11-25","Semiconductors","Italy","720","NO"
"wumclq","VoxInc","1999-5-16","Materials","USA","681","NO"
"kuu","VirginEnterprise","1969-9-11","Materials","France","177","YES"
"rpa","NickelEmpire","2001-1-5","Financial","France","125","YES"
"uaxvw","MicrosoftInc","1965-2-20","CommunicationServices","Russia","229","YES"
"mcbyc","HospitalCompany","1972-2-15","Industrials","Germany","622","NO"
"vzsj","AcerEmpire","1914-13-25","Semiconductors","Japan","27","NO"
"uird","OrangeEnterprise","2006-9-25","Energy","UK","86","NO"
"qdzof","VirginCorporation","2014-11-1","CommunicationServices","Germany","240","NO"
"hjlnqn","MirrowCompany","1912-13-17","Technology","Russia","882","NO"
"gzxgu","SimonHost","1919-7-11","Energy","Germany","82","NO"
"dsmq","ToshibaGalactic","1966-7-25","Financial","Germany","782","NO"
"totwd","MouseHolder","2021-7-25","CommunicationServices","Russia","87","YES"
"ibft","AmazonHost","1991-9-31","Energy","Italy","984","NO"
"qmbd","OrangeInc","1997-11-2","Materials","USA","731","YES"
"wopg","SamsungInc","1915-3-32","Consumer Cyclical","Italy","181","YES"
"ogmm","VirginEmpire","1964-11-10","Financial","China","360","YES"
"bhwgew","MicrosoftEnterprise","1973-12-14","CommunicationServices","Germany","4","NO"
"qsoqt","TeslaInc","1906-2-10","CommunicationServices","France","780","YES"
"xyp","NikeEnterprise","1984-5-26","Semiconductors","UK","159","NO"
"opnuc","ToshibaHolder","1903-10-21","Technology","China","156","YES"
"zfer","AlalaneCompany","1950-4-16","Semiconductors","France","36","YES"
"ojmtre","AcerHolder","2006-6-19","Healtcare","Italy","386","YES"
"quto","NickelCorporation","2019-5-11","Semiconductors","USA","191","NO"
"lmndv","MaximInc","2003-1-14","Materials","Russia","273","NO"
"dflc","HuntingtonEmpire","1914-7-5","Consumer Cyclical","China","755","NO"
"bcqxs","VirginHolder","1920-3-26","Semiconductors","Japan","990","NO"
"wpkt","SberBankCompany","1940-6-25","Financial","China","654","NO"
"dxyg","MicrosoftHolder","2009-5-9","Consumer Cyclical","Japan","98","NO"
"nhohln","MirrowEmpire","1983-13-9","Financial","Russia","925","YES"
"zgfetn","HuntingtonEnterprise","1993-6-31","Financial","Italy","548","NO"
"qvm","AcerHost","2001-11-14","Consumer Cyclical","China","914","NO"
"wehxcg","MindalHolder","1948-5-6","CommunicationServices","Italy","700","YES"
"mjzqm","PalantirHolder","1938-1-23","Consumer Cyclical","France","491","NO"
"trz","PapitaCorporation","1956-6-7","Technology","Russia","884","YES"
"orue","MarshalCorporation","1945-9-13","Energy","Russia","495","YES"
"fbac","HPCorporation","2007-7-4","Healtcare","Germany","363","NO"
"lgpetm","NLTHolder","2010-4-4","Technology","Germany","262","YES"
