"NASDSAQ","1912-11-29","NO"
"USAbIr","1926-13-5","NO"
"NYSE","1989-8-20","NO"
"USAbIr","1968-2-30","YES"
"MOsbirja","1926-10-2","YES"
"Russianaac","1959-8-6","YES"
"JAPANdac","1999-10-17","NO"
"JAPANdac","1966-3-13","NO"
"MOsbirja","2007-7-28","NO"
"Russianaac","2020-8-2","YES"
"MOsbirja","1929-2-29","YES"
"JAPANdac","1919-11-31","YES"
"USAbIr","1940-3-31","NO"
"JAPANdac","1994-1-18","YES"
"SPdaba","1977-6-2","NO"
"SPdaba","2019-8-18","NO"
"Chinadac","1960-10-25","YES"
"NYSE","1977-2-12","NO"
"JAPANdac","1984-9-28","NO"
"SPdaba","1946-1-1","NO"
"SPdaba","1931-4-14","YES"
"Russianaac","1955-1-22","NO"
"MOsbirja","1980-12-17","YES"
"USAbIr","1909-12-15","NO"
"SPdaba","1921-4-18","NO"
"Chinadac","1930-4-7","YES"
"Russianaac","1933-13-18","NO"
"SPdaba","1968-12-30","NO"
"MOsbirja","1961-8-9","YES"
"Chinadac","1998-10-11","NO"
"JAPANdac","1923-4-31","YES"
"Chinadac","1942-10-27","NO"
"Chinadac","1996-3-31","YES"
"Chinadac","1925-7-5","YES"
"NASDSAQ","1979-9-30","NO"
"NYSE","1916-7-3","NO"
"USAbIr","1900-2-12","YES"
"USAbIr","1904-1-21","NO"
"USAbIr","1953-11-32","YES"
"MOsbirja","1965-11-16","NO"
"NASDSAQ","1990-3-7","YES"
"JAPANdac","1928-5-24","YES"
"SPdaba","2011-10-9","YES"
"USAbIr","1913-10-11","YES"
"Russianaac","1991-7-4","NO"
"Chinadac","1984-4-20","YES"
"JAPANdac","1935-10-7","YES"
"JAPANdac","1904-10-10","YES"
"Chinadac","1973-2-24","YES"
"NASDSAQ","1913-2-22","YES"
"NASDSAQ","1993-5-8","YES"
"Chinadac","1903-5-24","NO"
"NYSE","1999-11-29","YES"
"Russianaac","1970-12-13","YES"
"SPdaba","2021-5-13","YES"
"Russianaac","1953-10-5","YES"
"JAPANdac","2018-5-8","YES"
"NASDSAQ","1917-9-3","YES"
"USAbIr","1903-8-14","NO"
"JAPANdac","1989-1-23","NO"
"SPdaba","2020-10-17","NO"
"JAPANdac","1992-4-23","YES"
"NASDSAQ","1992-7-3","YES"
"MOsbirja","1905-5-21","YES"
"NASDSAQ","1949-11-2","NO"
"NASDSAQ","2003-5-8","YES"
"USAbIr","1964-3-8","YES"
"MOsbirja","1929-2-29","NO"
"Chinadac","1956-12-11","NO"
"MOsbirja","2020-6-24","YES"
"MOsbirja","1990-10-15","NO"
"NYSE","1930-6-12","NO"
"NYSE","1941-9-10","YES"
"SPdaba","1909-3-14","YES"
"MOsbirja","2014-2-26","YES"
"NASDSAQ","1927-7-18","YES"
"USAbIr","2011-9-20","NO"
"JAPANdac","1955-9-2","YES"
"USAbIr","2009-6-1","YES"
"Russianaac","1923-8-18","YES"
"NASDSAQ","1929-11-6","NO"
"USAbIr","1927-4-19","YES"
"NASDSAQ","1969-8-24","NO"
"NYSE","1977-5-15","YES"
"NASDSAQ","1905-11-10","YES"
"Chinadac","1962-4-12","YES"
"USAbIr","1922-1-24","YES"
"USAbIr","1960-13-31","NO"
"JAPANdac","1926-5-25","NO"
"USAbIr","1980-6-20","YES"
"NYSE","2017-4-8","YES"
"MOsbirja","1983-3-19","NO"
"SPdaba","1909-7-25","YES"
"JAPANdac","1980-1-29","YES"
"NASDSAQ","1924-4-32","NO"
"Russianaac","1986-13-11","NO"
"NYSE","1998-8-22","NO"
"MOsbirja","1923-3-3","NO"
"Russianaac","1947-9-29","YES"
"Russianaac","1953-5-10","NO"
"NYSE","1929-2-31","NO"
"Russianaac","1989-10-3","YES"
"Russianaac","1998-13-17","YES"
"Chinadac","1945-1-13","NO"
"Russianaac","1924-7-9","YES"
"Chinadac","2010-11-16","YES"
"JAPANdac","1921-10-17","NO"
"SPdaba","1914-10-26","NO"
"SPdaba","1936-6-8","YES"
"Chinadac","1912-4-13","YES"
"USAbIr","1948-4-15","YES"
"Chinadac","1902-2-30","YES"
"Russianaac","1923-6-26","NO"
"SPdaba","1953-5-24","NO"
"SPdaba","1921-5-2","YES"
"NYSE","2015-7-5","NO"
"USAbIr","1933-7-4","YES"
"SPdaba","1949-6-10","YES"
"NASDSAQ","1919-11-24","NO"
"NASDSAQ","2021-7-32","YES"
"MOsbirja","1930-9-16","NO"
"JAPANdac","1937-5-11","YES"
"JAPANdac","1948-1-2","NO"
"Chinadac","2003-6-27","NO"
"JAPANdac","1940-13-3","NO"
"USAbIr","1926-2-24","YES"
"JAPANdac","1993-4-20","YES"
"NASDSAQ","2009-7-7","YES"
"SPdaba","1914-12-3","NO"
"Russianaac","2011-1-1","YES"
"JAPANdac","1997-6-23","YES"
"Chinadac","1970-12-7","NO"
"USAbIr","1972-3-1","YES"
"SPdaba","2003-12-25","YES"
"Russianaac","1968-8-14","YES"
"MOsbirja","1938-8-8","YES"
"Chinadac","1900-4-24","NO"
"JAPANdac","1907-9-9","NO"
"Chinadac","1998-1-8","NO"
"NASDSAQ","1985-4-20","NO"
"Russianaac","1963-11-5","YES"
"NYSE","1949-7-28","NO"
"JAPANdac","1921-6-31","YES"
"USAbIr","2012-4-29","YES"
"USAbIr","1941-8-16","YES"
"Russianaac","1926-4-10","NO"
"NYSE","1938-7-8","YES"
"MOsbirja","1901-8-14","NO"
"Chinadac","2016-13-13","NO"
"JAPANdac","1900-6-15","NO"
"Chinadac","1979-13-8","YES"
"Russianaac","1928-9-15","NO"
"SPdaba","2002-4-13","NO"
"Chinadac","1906-7-20","NO"
"MOsbirja","1989-7-20","NO"
"NYSE","1912-12-32","NO"
"Russianaac","1991-8-6","YES"
"JAPANdac","1933-7-11","YES"
"NASDSAQ","1944-6-26","NO"
"SPdaba","1912-13-11","YES"
"SPdaba","1901-11-22","YES"
"NYSE","2003-5-8","YES"
"SPdaba","1975-8-13","NO"
"NYSE","1999-12-13","YES"
"SPdaba","1988-7-32","NO"
"Russianaac","1999-10-21","YES"
"Russianaac","1969-5-17","YES"
"MOsbirja","1937-9-9","NO"
"MOsbirja","1955-5-26","NO"
"NYSE","1928-6-16","NO"
"Russianaac","1909-7-6","NO"
"Chinadac","1968-1-24","NO"
"SPdaba","1911-6-15","YES"
"JAPANdac","2010-3-16","NO"
"NASDSAQ","1943-5-15","YES"
"NYSE","1917-7-19","NO"
"USAbIr","2015-9-9","YES"
"JAPANdac","1973-5-7","YES"
"JAPANdac","1954-1-23","NO"
"Chinadac","1932-8-6","YES"
"JAPANdac","1949-4-19","NO"
"USAbIr","2013-10-29","YES"
"Russianaac","1999-2-22","NO"
"USAbIr","1921-6-32","NO"
"SPdaba","1935-8-17","YES"
"NASDSAQ","1928-12-9","YES"
"Russianaac","1901-7-3","YES"
"USAbIr","1927-9-3","YES"
"SPdaba","2000-1-30","YES"
"SPdaba","1914-9-15","YES"
"NYSE","2018-10-15","YES"
"NYSE","1975-13-31","NO"
"MOsbirja","2015-7-17","NO"
"USAbIr","1985-13-29","YES"
"USAbIr","1919-2-24","NO"
"USAbIr","2013-1-24","YES"
"Russianaac","1984-12-6","YES"
"NYSE","1925-13-23","YES"
"SPdaba","2003-3-25","NO"
"MOsbirja","1962-5-4","NO"
"JAPANdac","2019-1-25","NO"
"NYSE","1943-13-14","NO"
"MOsbirja","1933-5-17","NO"
"Chinadac","1962-1-32","NO"
"Russianaac","1973-3-25","NO"
"MOsbirja","1981-1-32","NO"
"SPdaba","2012-10-24","NO"
"MOsbirja","2009-3-2","NO"
"USAbIr","1997-7-27","NO"
"MOsbirja","1942-12-14","YES"
"NYSE","1975-11-25","NO"
"Chinadac","1924-7-25","YES"
"USAbIr","1969-1-1","YES"
"NYSE","1982-2-15","NO"
"MOsbirja","1904-4-6","NO"
"USAbIr","1948-5-28","YES"
"NYSE","1961-3-3","YES"
"Russianaac","1954-8-12","NO"
"NASDSAQ","1988-13-17","NO"
"Chinadac","2007-11-17","YES"
"JAPANdac","1934-2-11","YES"
"Chinadac","1965-6-6","NO"
"SPdaba","2015-5-21","NO"
"MOsbirja","2001-4-5","YES"
"Chinadac","1964-9-14","NO"
"SPdaba","1994-6-32","YES"
"NYSE","1901-6-29","YES"
"JAPANdac","1932-12-27","NO"
"MOsbirja","1948-5-16","NO"
"Chinadac","1965-11-18","NO"
"NASDSAQ","1957-6-21","NO"
"NASDSAQ","1913-2-9","NO"
"Russianaac","2014-12-6","NO"
"MOsbirja","1932-9-32","YES"
"MOsbirja","2009-3-14","NO"
"JAPANdac","1929-8-2","YES"
"JAPANdac","1952-2-30","NO"
"USAbIr","2005-9-15","YES"
"Chinadac","2015-9-23","NO"
"SPdaba","1976-11-13","NO"
"SPdaba","1921-11-25","YES"
"Chinadac","1915-1-11","YES"
"SPdaba","1913-10-29","NO"
"USAbIr","1988-13-21","YES"
"USAbIr","2009-12-4","YES"
"NASDSAQ","1980-2-15","YES"
"SPdaba","2002-9-8","NO"
"SPdaba","1989-9-22","YES"
"JAPANdac","2006-7-11","NO"
"SPdaba","1934-3-29","NO"
"MOsbirja","1932-10-12","NO"
"NASDSAQ","1997-7-15","NO"
"Chinadac","1975-9-27","YES"
"JAPANdac","1918-7-12","YES"
"MOsbirja","1902-5-25","NO"
"Russianaac","2006-12-7","NO"
"JAPANdac","2018-7-4","NO"
"Chinadac","1987-13-29","YES"
"USAbIr","1963-11-25","NO"
"NYSE","1900-11-15","NO"
"Chinadac","1937-3-10","NO"
"NASDSAQ","1971-8-31","NO"
"SPdaba","1935-1-14","YES"
"Chinadac","1946-10-24","NO"
"MOsbirja","1998-6-8","YES"
"Russianaac","2017-12-23","YES"
"Russianaac","1906-6-23","YES"
"NYSE","1905-6-3","YES"
"NASDSAQ","2014-7-14","NO"
"MOsbirja","2003-1-12","NO"
"USAbIr","2009-1-3","NO"
"Russianaac","1941-11-17","NO"
"USAbIr","1974-9-15","NO"
"MOsbirja","1931-4-24","YES"
"SPdaba","1901-1-30","NO"
"MOsbirja","1942-11-22","NO"
"NYSE","1951-8-4","YES"
"NASDSAQ","2010-8-16","NO"
"NYSE","1906-3-7","YES"
"Chinadac","1991-11-16","YES"
"SPdaba","1941-6-5","NO"
"NASDSAQ","1908-9-31","YES"
"USAbIr","1969-13-22","YES"
"SPdaba","1945-7-10","YES"
"SPdaba","1949-4-19","YES"
"SPdaba","1947-6-32","YES"
"USAbIr","1934-13-14","NO"
"JAPANdac","1965-13-7","NO"
"NYSE","1960-10-32","NO"
"SPdaba","1943-13-24","YES"
"SPdaba","1998-10-6","YES"
"JAPANdac","1904-4-31","YES"
"JAPANdac","1928-9-32","YES"
"SPdaba","1979-6-17","NO"
"Chinadac","1930-12-9","YES"
"USAbIr","1904-8-30","NO"
"USAbIr","1991-4-29","YES"
"JAPANdac","1979-12-20","YES"
"NASDSAQ","1920-8-4","NO"
"SPdaba","1959-11-12","NO"
"MOsbirja","1934-3-11","NO"
"Chinadac","1931-10-26","NO"
"Chinadac","2014-12-3","YES"
"MOsbirja","1937-11-24","NO"
"Russianaac","1962-13-7","NO"
"NYSE","1953-12-14","NO"
"SPdaba","1973-9-27","YES"
"USAbIr","1900-7-26","YES"
"Chinadac","1902-10-16","YES"
"MOsbirja","2010-1-27","YES"
"Russianaac","2021-1-20","YES"
"Chinadac","2017-10-8","NO"
"USAbIr","1922-5-7","NO"
"NASDSAQ","1960-6-21","YES"
"SPdaba","1980-6-12","NO"
"NYSE","1961-4-8","NO"
"Chinadac","1940-12-11","YES"
"JAPANdac","1999-4-20","NO"
"USAbIr","1976-4-13","NO"
"JAPANdac","2012-7-17","NO"
"SPdaba","1906-10-29","YES"
"NYSE","1970-1-11","YES"
"NYSE","1945-11-3","YES"
"NASDSAQ","1908-12-11","YES"
"NASDSAQ","1989-12-22","NO"
"NYSE","1903-1-7","YES"
"JAPANdac","2021-1-27","YES"
"JAPANdac","1918-1-14","NO"
"Russianaac","1908-2-7","YES"
"JAPANdac","1938-9-27","YES"
"Russianaac","1986-13-5","YES"
"NASDSAQ","1957-11-25","NO"
"MOsbirja","1964-12-25","NO"
"JAPANdac","1981-5-28","YES"
"SPdaba","1925-1-14","YES"
"NYSE","1970-6-30","NO"
"USAbIr","1953-10-12","NO"
"SPdaba","1921-4-8","NO"
"USAbIr","1971-5-8","NO"
"MOsbirja","1957-6-11","YES"
"Chinadac","1964-1-2","YES"
"JAPANdac","2012-2-20","NO"
"Russianaac","2021-10-11","YES"
"JAPANdac","2013-6-12","YES"
"NYSE","2002-7-4","NO"
"NASDSAQ","1910-1-15","NO"
"MOsbirja","1932-6-2","YES"
"NASDSAQ","2004-11-30","NO"
"SPdaba","2009-10-11","NO"
"JAPANdac","1919-2-18","YES"
"Russianaac","1950-2-19","YES"
"NYSE","1907-10-32","NO"
"NASDSAQ","1986-5-21","YES"
"JAPANdac","1932-11-9","NO"
"MOsbirja","1941-11-1","NO"
"Chinadac","1952-11-3","YES"
"MOsbirja","1993-10-18","NO"
"NYSE","1948-2-5","YES"
"MOsbirja","2021-1-4","YES"
"Russianaac","1976-9-3","NO"
"Russianaac","1937-3-10","NO"
"Russianaac","1913-1-15","NO"
"JAPANdac","1950-3-20","YES"
"SPdaba","2017-7-5","YES"
"USAbIr","1954-7-22","YES"
"NYSE","1908-11-8","YES"
"MOsbirja","1937-11-15","YES"
"Chinadac","1900-9-19","NO"
"Chinadac","1961-5-22","NO"
"MOsbirja","1914-9-15","YES"
"MOsbirja","1924-10-26","NO"
"MOsbirja","1995-4-31","YES"
"NASDSAQ","1943-4-23","YES"
"USAbIr","1971-2-32","YES"
"NYSE","2005-1-16","NO"
"NASDSAQ","2000-3-5","NO"
"NASDSAQ","1972-11-28","NO"
"NYSE","2000-3-17","YES"
"MOsbirja","1912-6-2","NO"
"Russianaac","1946-5-19","YES"
"Chinadac","1916-9-20","NO"
"USAbIr","1965-4-7","YES"
"Chinadac","1945-9-15","YES"
"MOsbirja","1935-13-19","YES"
"MOsbirja","1972-10-13","YES"
"Chinadac","1933-13-9","NO"
"SPdaba","1928-4-1","YES"
"NASDSAQ","1917-6-30","YES"
"NASDSAQ","1986-3-11","YES"
"USAbIr","1984-8-16","NO"
"MOsbirja","2017-8-14","NO"
"USAbIr","1913-5-3","NO"
"JAPANdac","1902-10-20","NO"
"MOsbirja","1941-5-23","NO"
"Chinadac","1951-9-28","NO"
"SPdaba","1924-4-20","NO"
"JAPANdac","1984-13-20","YES"
"USAbIr","2021-8-29","YES"
"MOsbirja","1970-13-11","YES"
"NYSE","1906-6-16","YES"
"Russianaac","1928-13-20","YES"
"MOsbirja","1901-1-1","NO"
"MOsbirja","1914-9-6","NO"
"Russianaac","1900-13-28","YES"
"JAPANdac","2009-9-24","YES"
"JAPANdac","2021-3-2","NO"
"USAbIr","1996-2-5","NO"
"Russianaac","1921-9-29","NO"
"USAbIr","1954-13-15","YES"
"SPdaba","1949-6-5","YES"
"USAbIr","1974-1-5","YES"
"NYSE","1929-3-28","YES"
"SPdaba","1982-6-21","NO"
"Chinadac","1956-1-8","NO"
"USAbIr","2014-8-5","NO"
"MOsbirja","1992-3-22","YES"
"NASDSAQ","1950-7-28","NO"
"Russianaac","1943-10-23","YES"
"Chinadac","1964-7-5","NO"
"JAPANdac","1979-12-3","YES"
"Russianaac","2000-1-11","NO"
"Chinadac","1971-3-8","NO"
"Chinadac","1999-7-7","YES"
"Russianaac","1962-3-5","NO"
"Russianaac","1927-1-25","NO"
"Chinadac","1916-11-18","NO"
"NYSE","2019-12-8","NO"
"Russianaac","1985-7-27","NO"
"JAPANdac","1980-8-11","YES"
"JAPANdac","1968-3-4","NO"
"MOsbirja","1981-3-18","YES"
"MOsbirja","1909-1-2","YES"
"NYSE","1967-7-25","YES"
"Chinadac","1980-7-30","YES"
"JAPANdac","1929-5-27","YES"
"Chinadac","1901-11-26","YES"
"NYSE","1948-12-27","YES"
"NASDSAQ","1904-1-15","NO"
"JAPANdac","1908-9-28","YES"
"USAbIr","1900-8-32","NO"
"MOsbirja","1962-4-26","YES"
"NASDSAQ","1985-4-14","NO"
"NASDSAQ","1926-12-32","YES"
"NYSE","2018-2-11","YES"
"SPdaba","1906-5-31","NO"
"NYSE","1910-11-21","NO"
"USAbIr","1981-10-24","NO"
"SPdaba","1967-6-12","NO"
"SPdaba","1955-1-11","YES"
"SPdaba","1958-5-19","YES"
"Chinadac","1955-8-14","NO"
"MOsbirja","1985-9-25","YES"
"USAbIr","1914-13-26","YES"
"MOsbirja","1973-8-3","NO"
"NASDSAQ","2006-6-4","YES"
"JAPANdac","1903-4-24","NO"
"MOsbirja","1976-4-26","YES"
"Russianaac","2001-11-25","NO"
"Russianaac","1902-9-23","YES"
"Russianaac","1968-12-3","YES"
"MOsbirja","1965-2-23","YES"
"NYSE","2019-4-24","NO"
"USAbIr","2011-4-22","NO"
"NYSE","1955-8-18","NO"
"MOsbirja","1942-2-13","NO"
"NASDSAQ","1964-3-10","NO"
"MOsbirja","1939-7-18","YES"
"NASDSAQ","1991-9-14","NO"
"MOsbirja","1967-3-27","YES"
"MOsbirja","1915-13-32","NO"
"MOsbirja","1938-7-3","NO"
"NYSE","1906-3-27","YES"
"USAbIr","1997-11-22","NO"
"SPdaba","2011-6-3","YES"
"USAbIr","2002-6-27","YES"
"Russianaac","1917-5-20","YES"
"NASDSAQ","1931-8-12","YES"
"NASDSAQ","1913-7-26","NO"
"JAPANdac","1917-12-1","YES"
"JAPANdac","1900-8-23","NO"
"Russianaac","1947-13-16","NO"
"JAPANdac","1979-3-17","NO"
"NYSE","2002-12-8","NO"
"JAPANdac","1907-10-31","NO"
"JAPANdac","1955-7-29","NO"
"Chinadac","2013-2-18","YES"
"JAPANdac","1988-6-1","YES"
"MOsbirja","1975-12-19","NO"
"JAPANdac","1948-7-29","YES"
"USAbIr","2018-5-10","YES"
"USAbIr","1929-9-20","YES"
"Russianaac","1969-6-13","YES"
"JAPANdac","1927-9-9","YES"
"MOsbirja","1914-4-8","NO"
"Russianaac","2014-3-1","NO"
"JAPANdac","1917-7-1","YES"
"JAPANdac","1905-13-2","NO"
"MOsbirja","1929-13-32","YES"
"NYSE","1959-10-19","YES"
"USAbIr","1948-1-13","YES"
"MOsbirja","1984-2-28","YES"
"Chinadac","1939-4-30","YES"
"Chinadac","1977-6-2","NO"
"SPdaba","1957-13-18","NO"
"USAbIr","1969-12-1","NO"
"NASDSAQ","2000-2-2","YES"
"SPdaba","1925-6-19","YES"
"SPdaba","1907-8-5","NO"
"Chinadac","1963-13-7","YES"
"USAbIr","1914-8-21","YES"
"SPdaba","2019-11-26","NO"
"JAPANdac","1965-6-8","NO"
"MOsbirja","1924-8-8","YES"
"MOsbirja","1946-12-6","NO"
"SPdaba","1917-3-12","YES"
"Chinadac","1945-12-13","YES"
"Russianaac","1927-11-18","YES"
"USAbIr","1978-9-1","NO"
"NYSE","1914-6-3","NO"
"MOsbirja","1908-12-1","YES"
"SPdaba","1997-1-19","NO"
"Chinadac","1906-3-29","NO"
"Chinadac","1930-1-12","YES"
"USAbIr","1999-6-12","NO"
"JAPANdac","1957-9-12","YES"
"JAPANdac","1956-2-20","YES"
"Chinadac","1911-13-23","YES"
"NASDSAQ","1914-11-21","YES"
"USAbIr","1996-12-3","NO"
"Chinadac","2003-3-18","YES"
"SPdaba","1956-11-29","NO"
"JAPANdac","1901-8-23","YES"
"USAbIr","1980-1-13","NO"
"SPdaba","1998-7-10","YES"
"JAPANdac","1901-12-2","NO"
"MOsbirja","1971-4-18","NO"
"NASDSAQ","2010-13-14","NO"
"Chinadac","2002-6-29","NO"
"SPdaba","1941-2-8","YES"
"JAPANdac","1923-9-25","NO"
"MOsbirja","1957-5-4","YES"
"MOsbirja","1943-4-10","YES"
"JAPANdac","1937-11-15","NO"
"NASDSAQ","2004-2-32","NO"
"NYSE","1936-3-3","YES"
"MOsbirja","1984-12-27","NO"
"MOsbirja","1950-11-10","NO"
"JAPANdac","1978-1-1","YES"
"SPdaba","1924-9-12","NO"
"Russianaac","1996-6-26","YES"
"Chinadac","1993-1-32","NO"
"Russianaac","1964-8-22","NO"
"Russianaac","1945-5-7","YES"
"Chinadac","2002-1-15","NO"
"NYSE","2019-6-18","NO"
"NASDSAQ","2002-2-5","YES"
"MOsbirja","1982-10-20","NO"
"MOsbirja","1924-11-25","NO"
"SPdaba","1925-3-26","NO"
"JAPANdac","1928-6-11","NO"
"USAbIr","1987-3-23","NO"
"NASDSAQ","2012-9-28","YES"
"NASDSAQ","2005-4-18","YES"
"Russianaac","1918-11-31","NO"
"NYSE","1916-10-27","YES"
"NASDSAQ","1980-7-19","YES"
"Chinadac","2003-4-28","YES"
"Russianaac","1919-3-2","NO"
"SPdaba","1906-12-26","NO"
"JAPANdac","1916-8-17","NO"
"SPdaba","1990-9-24","YES"
"Russianaac","1960-1-24","NO"
"SPdaba","1933-4-23","YES"
"JAPANdac","1909-1-9","YES"
"USAbIr","1940-11-3","NO"
"Chinadac","1974-8-28","NO"
"NYSE","1963-5-20","NO"
"NASDSAQ","1968-10-12","YES"
"Chinadac","1962-5-7","NO"
"JAPANdac","1910-12-15","YES"
"Chinadac","2016-1-11","NO"
"USAbIr","2004-12-13","YES"
"Russianaac","1901-8-31","YES"
"Chinadac","1981-9-2","YES"
"MOsbirja","2008-12-10","YES"
"MOsbirja","1963-11-8","YES"
"MOsbirja","1938-9-26","YES"
"NYSE","1948-8-5","YES"
"Chinadac","1916-10-30","YES"
"Chinadac","1978-6-24","NO"
"USAbIr","1902-13-22","YES"
"NYSE","2002-10-18","NO"
"Russianaac","1988-13-16","YES"
"NASDSAQ","1934-1-5","YES"
"JAPANdac","1914-4-16","YES"
"Russianaac","2012-5-20","NO"
"Russianaac","2010-8-21","YES"
"USAbIr","1914-4-27","NO"
"JAPANdac","1984-9-14","YES"
"MOsbirja","1975-9-10","YES"
"USAbIr","1995-8-6","YES"
"MOsbirja","1956-8-26","NO"
"NYSE","2003-2-2","NO"
"Chinadac","1963-7-20","NO"
"Chinadac","1947-4-31","YES"
"MOsbirja","1944-5-3","NO"
"Chinadac","1943-10-29","YES"
"MOsbirja","1925-13-25","NO"
"Chinadac","1934-1-21","YES"
"JAPANdac","1914-12-4","YES"
"JAPANdac","1941-7-10","YES"
"MOsbirja","1971-6-32","NO"
"JAPANdac","1964-5-13","YES"
"SPdaba","1904-13-25","YES"
"NASDSAQ","1949-13-6","YES"
"USAbIr","1916-6-16","YES"
"MOsbirja","2018-9-28","YES"
"MOsbirja","1946-9-4","NO"
"JAPANdac","1902-3-2","YES"
"Chinadac","2014-13-24","YES"
"Chinadac","2000-6-12","YES"
"Chinadac","1992-2-17","NO"
"Chinadac","2021-2-20","YES"
"MOsbirja","1904-12-3","YES"
"MOsbirja","1942-10-20","YES"
"NYSE","2015-6-15","NO"
"USAbIr","1949-10-15","YES"
"SPdaba","1900-7-17","YES"
"Chinadac","1951-8-12","NO"
"Russianaac","1912-11-2","YES"
"USAbIr","1907-13-5","NO"
"USAbIr","2012-12-25","YES"
"USAbIr","1977-5-28","NO"
"SPdaba","1924-9-22","YES"
"Russianaac","1922-12-23","NO"
"MOsbirja","1947-12-17","NO"
"SPdaba","1934-3-13","NO"
"JAPANdac","1938-3-7","NO"
"SPdaba","1900-5-9","NO"
"Russianaac","1946-4-26","NO"
"Chinadac","2011-2-6","YES"
"JAPANdac","1919-4-19","NO"
"Russianaac","1931-8-25","NO"
"NYSE","1942-6-28","YES"
"NASDSAQ","1963-13-2","NO"
"NYSE","2014-10-21","YES"
"SPdaba","1938-12-31","NO"
"Chinadac","2009-1-23","NO"
"SPdaba","1948-1-16","YES"
"NYSE","1927-10-16","NO"
"MOsbirja","1982-10-26","YES"
"NYSE","1946-1-26","YES"
"SPdaba","1972-5-30","YES"
"JAPANdac","1906-1-21","NO"
"MOsbirja","2009-6-12","NO"
"NASDSAQ","1973-9-21","NO"
"SPdaba","1929-5-20","YES"
"NYSE","1930-5-30","NO"
"USAbIr","1934-5-6","NO"
"USAbIr","1917-3-4","YES"
"Russianaac","1928-11-1","NO"
"SPdaba","1912-2-25","NO"
"NASDSAQ","1968-8-2","YES"
"Russianaac","1942-1-3","NO"
"JAPANdac","1921-1-25","YES"
"NYSE","2020-5-29","YES"
"JAPANdac","1991-12-25","YES"
"NASDSAQ","1973-2-20","YES"
"Chinadac","1965-3-32","YES"
"Chinadac","2016-3-17","NO"
"Chinadac","1984-5-31","NO"
